filename,category,people,job_title,media_personality
077.txt,business,Mikhail Khodorkovsky,Founder of Yukos,Other
077.txt,business,Sergei Oganesyan,Russian oil official,Other
498.txt,business,Wang Xuebing,ex-president of Bank of China,Politician
498.txt,business,Wen Jiabao,Premier of China,Other
467.txt,business,Rick Wagoner,GM chairman and chief executive,Other
301.txt,business,Ronald Reagan,Former President of the United States,Politician
301.txt,business,Farhat Omar Ben Gadaravice,Vice President of the Libyan Central Bank,Politician
315.txt,business,Vijay Mallya,Chair of United Breweries,Other
315.txt,business,Tony Froggatt,Chief Executive of Scottish and Newcastle (S&N),Other
329.txt,business,Ian Perry,RICS housing spokesman,Media Personality
314.txt,business,Alexander Shadrin,Yukos spokesman,Media Personality
314.txt,business,Tim Osborne,Head of Yukos main shareholders' group Menatep,Other
314.txt,business,Mikhail Khodorkovsky,Founder of Yukos,Other
314.txt,business,Vladimir Putin,President of Russia,Politician
314.txt,business,Sarah Rainsford,BBC correspondent,Media Personality
466.txt,business,Gerard Arpey,Chief Executive of AMR,Other
466.txt,business,Ray Neidl,Analyst at Calyon Securities,Other
300.txt,business,Johnson & Johnson,Pharmaceutical giant,Other
300.txt,business,Guidant,Medical technology firm,Other
499.txt,business,Chen Jiulin,Chief executive of China Aviation Oil (CAO),Other
116.txt,business,Yoshifumi Nishikawa,SMFG President,Politician
116.txt,business,Heronry Nozaki,Analyst at NikkoCitigroup,Other
102.txt,business,Mathieu Kerekou,President of Benin,Politician
102.txt,business,Carol Lam,Prosecuting attorney,Other
062.txt,business,Simon Wheatley,Analyst,Other
062.txt,business,Not mentioned,Investors,Other
248.txt,business,Bank of England,rate-setting committee members,Other
506.txt,business,Emilio Botin,Chairman of Santander Central Hispano,Other
506.txt,business,Jose Maria Amusategui,Former executive at Santander,Other
506.txt,business,Angel Corcostegui,Former executive at Santander,Other
274.txt,business,Not mentioned,Not mentioned,Other
264.txt,business,Jean-Francois Theodore,Euronext chief,Other
264.txt,business,Clara Furse,LSE boss,Other
072.txt,business,Park Seung,Central bank governor,Other
066.txt,business,Wolfgang Clement,Economy and Labour Minister,Politician
066.txt,business,Hans-Werner Sinn,Ifo president,Politician
066.txt,business,Bernd Weidensteiner,DZ bank economist,Other
106.txt,business,Gordon Brown,Chancellor,Politician
106.txt,business,Ed Balls,Former chief economic adviser,Other
112.txt,business,Thierry Breton,Chief Executive of France Telecom,Other
489.txt,business,Citigroup traders,Traders,Other
489.txt,business,BaFin spokeswoman,Financial watchdog representative,Other
338.txt,business,Zheng Junhuai,Chairman of Yili,Other
338.txt,business,Chief financial officer of Yili,Chief financial officer,Other
338.txt,business,Securities representative of Yili,Securities representative,Other
338.txt,business,Chen Huiqin,Analyst at Huatai Securities,Other
462.txt,business,Rick Waggoner,GM chief executive,Other
476.txt,business,,,Other
310.txt,business,Tiger Woods,Sports Star,TV/Film Personality
310.txt,business,Philip Knight,Chairman and Chief Executive,Other
477.txt,business,William Harrison,JP Morgan chief executive,Other
477.txt,business,James Dimon,JP Morgan chief operating officer,Other
311.txt,business,Swiss Re,insurer,Other
305.txt,business,Luiz Inacio Lula da Silva,President of Brazil,Politician
305.txt,business,Andreas Adriano,Latin Trade Magazine representative,Other
463.txt,business,Not mentioned,Not applicable,Other
339.txt,business,Vijay Mallya,Beer magnate,Other
339.txt,business,Richard Branson,UK entrepreneur,Other
339.txt,business,Praful Patel,Minister for civil aviation,Politician
339.txt,business,Gorur Gopinath,Army officer and silk farmer,Other
113.txt,business,Vodafone,Mobile phone operator,Other
113.txt,business,T-Mobile,Mobile phone operator,Other
113.txt,business,Deutsche Telekom,Mobile phone operator,Other
107.txt,business,International Monetary Fund (IMF),organization,Other
107.txt,business,National Transition Government of Liberia,government,Other
067.txt,business,UN's Food & Agriculture Organisation,organization,Other
073.txt,business,Angela Merkel,Chancellor of Germany,Politician
098.txt,business,James Carrick,Economist,Other
098.txt,business,ABN Amro,Economist,Other
503.txt,business,Mahindra,Utility vehicle and tractor maker,Other
271.txt,business,David Dein,Arsenal vice-chairman,Other
298.txt,business,Donald Nicolaisen,Chief Accountant of the Securities & Exchange Commission,Other
501.txt,business,Julio De Vido,Planning Minister,Politician
501.txt,business,Roberto Lavagna,Economic Minister,Politician
501.txt,business,Nestor Kirchner,President of Argentina,Politician
501.txt,business,Jacques Chirac,President of France,Politician
059.txt,business,Bernie Ebbers,former WorldCom chief,Other
059.txt,business,Cynthia Cooper,WorldCom's ex-head of internal accounting,Other
059.txt,business,Scott Sullivan,former WorldCom financial chief,Other
071.txt,business,Asahi Breweries,Brewery,Other
071.txt,business,Sapporo,Brewery,Other
071.txt,business,Suntory,Brewery,Other
071.txt,business,Kirin,Brewery,Other
111.txt,business,Patrick Cescau,Group Chief Executive of Unilever,Other
111.txt,business,Antony Burgmans,Non-Executive Chairman of Unilever,Other
111.txt,business,Arjan Sweere,Analyst at Petercam,Other
105.txt,business,Ulrich Bez,Chief Executive of Aston Martin,Other
105.txt,business,James Bond,Fictional character,Other
449.txt,business,Lee Scott,President of Wal-Mart,Politician
449.txt,business,Sidney Taurel,Chief Executive of Eli Lilly,Other
449.txt,business,Alan Breier,Chief Medical Officer of Eli Lilly,Other
313.txt,business,,,Other
475.txt,business,Jean-Rene Fourtou,Chief Executive of Vivendi Universal,Other
475.txt,business,Jean-Bernard Levy,Chief Operating Officer of Vivendi Universal,Other
475.txt,business,Marvin Davis,Investor,Other
461.txt,business,Wang Yan,Official from the Beijing Municipal Commission for Development and Reform,Other
307.txt,business,Bill Gammell,Chief executive of Cairn Energy,Other
306.txt,business,David Page,Economist,Other
474.txt,business,Brett Godfrey,Chief Executive of Virgin Blue,Other
474.txt,business,Richard Branson,Owner of 25% of Virgin Blue,Other
448.txt,business,John Nettle,Former employee of General Mills,Other
448.txt,business,Mark Bailin,Rymer International Seafood,Other
448.txt,business,Tim Daly,Michael Foods,Other
448.txt,business,Kenneth Bowman,Independent contractor for Total Foods,Other
448.txt,business,Michael Hannigan,Sugar Foods,Other
448.txt,business,Peter Marion,Maritime Seafood Processors and First Choice Foods,Other
448.txt,business,Gordon Redgate,Commodity Manager and Private Label Distribution,Other
448.txt,business,Bruce Robinson,Basic American Foods,Other
448.txt,business,Michael Rogers,Formerly of Tyson Foods,Other
070.txt,business,Bill Armstrong,Retail Analyst,Other
064.txt,business,George W Bush,US president,Politician
064.txt,business,Michael Lamberty,Lufthansa spokesman,Media Personality
058.txt,business,Hans Straberg,Electrolux chief executive,Other
058.txt,business,Ulf Carlsson,Swedish trades union official,Other
272.txt,business,Luiz Inacio Lula da Silva,President of Brazil,Politician
272.txt,business,Antonio Palocci,Finance Minister,Politician
266.txt,business,Vladimir Putin,President,Politician
266.txt,business,Mikhail Khodorkovsky,Founder of Yukos,Other
500.txt,business,Jean-Louis Raymond,Chief Executive,Other
299.txt,business,Steven Theede,Yukos chief executive,Other
299.txt,business,Zack Clement,Lawyer for Yukos,Other
299.txt,business,Mikhail Khodorkovsky,Former chief executive of Yukos,Other
201.txt,business,Birgit Kuhlhoff,Analyst,Other
229.txt,business,Malcolm Glazer,US tycoon,Other
229.txt,business,Avi Glazer,Son of Malcolm Glazer,Other
229.txt,business,Joel Glazer,Son of Malcolm Glazer,Other
229.txt,business,David Gill,United's chief executive,Other
229.txt,business,David Cummings,Head of UK equities for Standard Life Investments,Other
229.txt,business,JP McManus,Irish horseracing tycoon,Other
229.txt,business,John Magnier,Irish horseracing tycoon,Other
003.txt,business,Mikhail Khodorkovsky,Founder of Yukos,Other
003.txt,business,Tim Osborne,Managing Director of Menatep Group,Other
003.txt,business,Jamie Firestone,Moscow-based US lawyer,Other
188.txt,business,Richard Notebaert,Qwest chairman,Other
188.txt,business,Bernie Ebbers,Former Worldcom boss,Other
177.txt,business,George Wimpey,Housebuilder,Other
375.txt,business,Laah Chong-gyu,Executive Director of Korea Development Bank,Other
375.txt,business,David Kim,Analyst at Sejong Securities,Other
413.txt,business,Hans Eichel,Finance Minister of Germany,Politician
413.txt,business,Herve Gaymard,Finance Minister of France,Politician
413.txt,business,Alexander Radwan,European People's Party spokesman,Media Personality
413.txt,business,Joaquin Almunia,Monetary Affairs Commissioner,Other
349.txt,business,Yoo Ji-chang,Governor of Korean Development Bank (KDB),Other
349.txt,business,Kim Yungmin,Equity strategist at Dongwon Investment Trust Management,Other
348.txt,business,Norman Mineta,Transportation Secretary,Other
348.txt,business,Michael Boyd,Industry Consultant,Other
406.txt,business,Ken Perkins,Analyst at RetailMetrics LLC,Other
406.txt,business,Kurt Barnard,President of Retail Consulting Group,Politician
360.txt,business,Patricio Cartagena,Cochilco vice president,Politician
412.txt,business,Mohammad Khatami,President,Politician
176.txt,business,GlaxoSmithKline,pharmaceutical company,Other
189.txt,business,Sergio Marchionne,Chief Executive of Fiat conglomerate,Other
189.txt,business,Herbert Demel,Former Chief Executive of Fiat Auto,Other
189.txt,business,Giuseppe Morchio,Former Fiat chief executive,Other
189.txt,business,Umberto Agnelli,Former president of Fiat,Politician
002.txt,business,Alan Greenspan,Federal Reserve head,Other
002.txt,business,Robert Sinche,Head of currency strategy at Bank of America,Other
200.txt,business,Fidel Castro,Cuban President,Politician
200.txt,business,George W. Bush,President of the United States,Politician
200.txt,business,Jose Barrionuevo,Head of strategy for Latin American emerging markets for Barclays Capital,Other
216.txt,business,Carlos Ghosn,highly successful boss of Nissan,Other
216.txt,business,Toshiyuki Shiga,chief operating officer of Nissan,Other
014.txt,business,Jeremy Dear,NUJ General Secretary,Other
014.txt,business,Barry Fitzpatrick,NUJ official,Other
014.txt,business,Murdoch MacLennan,Telegraph executive,Other
028.txt,business,Orin Middleton,Energy Analyst,Other
160.txt,business,Sergio Marchionne,Fiat chief executive,Other
160.txt,business,Rick Wagoner,GM chief executive,Other
160.txt,business,Gianni Agnelli,Fiat patriarch,Other
148.txt,business,Luca di Montezemolo,Fiat chairman,Other
148.txt,business,Vincenzo Lilliu,Union leader,Other
389.txt,business,Mahmoud Mohieldin,Investment Minister,Politician
362.txt,business,Helen Carroll,School teacher,Other
362.txt,business,Jemma Smith,Apacs spokeswoman,Media Personality
410.txt,business,Eckhard Cordes,Mercedes chief executive,Other
439.txt,business,Stefan Schilbe,Analyst at HSBC Trinkaus & Burkhardt,Other
439.txt,business,"Volkswagen, DaimlerChrysler, Siemens",Major companies,Other
377.txt,business,B. Satyanarayana,Industry Minister of Andhra Pradesh state,Politician
363.txt,business,Fatos Nano,Albanian Prime Minister,Politician
363.txt,business,Pat Ferguson,President of AMBO,Politician
405.txt,business,Martin Ellis,Halifax chief economist,Other
388.txt,business,Hugo Chavez,President of Venezuela,Politician
388.txt,business,Jose Vicente Rangel,Vice President of Venezuela,Politician
388.txt,business,Arnoldo Marquez,Agriculture Minister of Venezuela,Politician
149.txt,business,Carl-Peter Forster,GM Europe president,Politician
015.txt,business,Jacques Barrot,Vice President of the European Commission and Commissioner for Transport,Politician
015.txt,business,Michael Cawley,Ryanair deputy chief executive,Other
203.txt,business,David Slager,Atticus' representative,Other
203.txt,business,Rolf Breuer,Chairman of Deutsche Boerse,Other
203.txt,business,Werner Seifert,Chief Executive of Deutsche Boerse,Other
213.txt,business,Alan Greenspan,US Federal Reserve chairman,Other
213.txt,business,Gordon Brown,Chancellor,Politician
213.txt,business,John Brown,Minister,Politician
213.txt,business,Adam Smith,Economist,Other
213.txt,business,Mozart,Composer,Musician
039.txt,business,Anheuser-Busch,Beer company,Other
039.txt,business,Heineken,Beer company,Other
039.txt,business,Scottish & Newcastle,Beer company,Other
011.txt,business,Google,online search firm,Other
011.txt,business,Yahoo,online search firm,Other
011.txt,business,Ask Jeeves,online search firm,Other
011.txt,business,Doubleclick,marketing company,Other
005.txt,business,Pernod Ricard,French spirits firm,Other
005.txt,business,Diageo,market leader,Other
005.txt,business,LVMH,luxury goods firm,Other
159.txt,business,Palaniappan Chidambaram,Finance Minister,Politician
171.txt,business,Anais Faraj,Analyst at Nomura,Other
429.txt,business,David Wyss,Economist,Other
429.txt,business,Anthony Crescenzi,Bond strategist,Other
401.txt,business,Robert Stearns,senior vice president at Marsh & McLennan,Politician
401.txt,business,Elliot Spitzer,New York Attorney General,Other
373.txt,business,Boix-Vives family,Owners of Rossignol,Other
373.txt,business,Nike,Sporting goods company,Other
373.txt,business,K2,Sporting goods company,Other
415.txt,business,Mark Miller,Economist,Other
415.txt,business,Bank of England,Financial institution,Other
415.txt,business,Halifax,Mortgage lender,Other
414.txt,business,William Lerach,Lawyer,Other
414.txt,business,Ken Lay,Former Enron chief executive,Other
414.txt,business,Jeff Skilling,Former Enron chief executive,Other
414.txt,business,Andrew Fastow,Former Enron chief financial officer,Other
400.txt,business,Christopher Wray,Assistant US Attorney General,Other
428.txt,business,Yaseen Lakhani,KSE chairman,Other
428.txt,business,Asif Zardari,Former Prime Minister Benazir Bhutto's husband,Politician
399.txt,business,Subir Raha,ONGC chairman,Other
399.txt,business,Mani Shankar Aiyar,Indian oil minister,Politician
399.txt,business,Vladimir Putin,Russian president,Politician
399.txt,business,John Westwood,Managing director of oil industry analysts Douglas-Westwood,Other
399.txt,business,Mikhail Khodorkovsky,Former Yukos boss,Other
170.txt,business,Deputy Prime Minister,Office of the Deputy Prime Minister,Politician
164.txt,business,Mikhail Khodorkovsky,Founder of Yukos,Other
164.txt,business,Letitia Clark,Bankruptcy Judge,Other
158.txt,business,ExxonMobil,US oil giant,Other
158.txt,business,Total,France's oil company,Other
158.txt,business,Shell,UK-Dutch group,Other
158.txt,business,Qatar's state oil firm,State-owned oil company,Other
010.txt,business,Bill Clinton,Former President of the United States,Politician
038.txt,business,Hannes Wittig,Telecoms analyst,Other
212.txt,business,Shanghai Automotive Industry Corp,China's top carmaker,Other
210.txt,business,Rodrigo Rato,IMF boss,Other
210.txt,business,Gordon Brown,UK Chancellor of the Exchequer,Politician
210.txt,business,John Taylor,Treasury Under Secretary,Other
006.txt,business,Heizo Takenaka,Economy Minister,Politician
006.txt,business,Paul Sheard,Economist,Other
012.txt,business,Susilo Bambang Yudhoyono,President of Indonesia,Politician
012.txt,business,Sri Mulyani Indrawati,State Minister for National Development Planning,Politician
012.txt,business,Megawati Sukarnoputri,Former President of Indonesia,Politician
172.txt,business,United Nations Economic Commission for Europe (UNECE),organization,Other
358.txt,business,Vladimir Putin,Russian President,Politician
358.txt,business,Mikhail Khodorkovsky,Ex-Yukos boss,Other
370.txt,business,Chairman of the ISM's survey committee,Survey committee chairman,Other
364.txt,business,Reckitt Benckiser,Anglo-Dutch household products group,Other
364.txt,business,Kimberly-Clark,Potential suitor,Other
364.txt,business,Johnson & Johnson,Potential suitor,Other
403.txt,business,Alan Hevesi,New York State Comptroller,Other
403.txt,business,Charles Elson,Chairman of the Center for Corporate Governance at the University of Delaware,Other
403.txt,business,James Allen,Former outside director at WorldCom,Other
403.txt,business,Judith Areen,Former outside director at WorldCom,Other
403.txt,business,Carl Aycock,Former outside director at WorldCom,Other
403.txt,business,Max Bobbitt,Former outside director at WorldCom,Other
403.txt,business,Clifford Alexander,Former outside director at WorldCom,Other
403.txt,business,Stiles Kellett,Former outside director at WorldCom,Other
403.txt,business,Gordon Macklin,Former outside director at WorldCom,Other
403.txt,business,John Porter,Former outside director at WorldCom,Other
403.txt,business,Lawrence Tucker,Former outside director at WorldCom,Other
403.txt,business,John Sidgmore,Former outside director at WorldCom (deceased),Other
403.txt,business,Bert Roberts,Former outside director at WorldCom,Other
403.txt,business,Francesco Galesi,Former outside director at WorldCom,Other
403.txt,business,Bernard Ebbers,Former chief executive of WorldCom,Other
417.txt,business,Not mentioned,Not applicable,Other
359.txt,business,Sergio Marchionne,Fiat boss,Other
359.txt,business,Rick Wagoner,GM's CEO,Other
167.txt,business,Rafik Hariri,former prime minister,Politician
167.txt,business,Mr. Hariri,major shareholder,Other
173.txt,business,Heineken,Dutch brewer,Other
173.txt,business,Carlsberg,Danish brewer,Other
198.txt,business,Dr. Mike Watts,Head of Exploration,Other
198.txt,business,Bill Gammell,Chief Executive,Other
013.txt,business,Takashi Nishioka,Chief Executive of Mitsubishi Motors,Other
211.txt,business,Hitachi,Consumer electronics giant,Other
211.txt,business,Matsushita Electric,Consumer electronics giant,Other
211.txt,business,Sony,Consumer electronics giant,Other
211.txt,business,Samsung,Consumer electronics giant,Other
211.txt,business,Fujitsu,Consumer electronics giant,Other
211.txt,business,Sharp,Consumer electronics giant,Other
205.txt,business,Stelios Haji-Ioannou,Founder of Easyjet,Other
205.txt,business,Orange,Mobile phone giant,Other
234.txt,business,William Morrow,UK chief executive of Vodafone,Other
234.txt,business,Shiro Tsuda,Chairman of Vodafone KK,Other
208.txt,business,Wallace Cheung,Analyst at DBS Vickers,Other
036.txt,business,Sir Digby Jones,CBI director-general,TV/Film Personality
036.txt,business,Donald Nicolaisen,SEC's chief accountant,Other
195.txt,business,Gordon Brown,Chancellor of the Exchequer,Politician
142.txt,business,South Korea,Country,Other
142.txt,business,Japan,Country,Other
142.txt,business,Dow Jones,Stock market index,Other
142.txt,business,Nasdaq,Stock market index,Other
383.txt,business,Richard Yamarone,Analyst at Argus Research,Other
383.txt,business,Jason Daw,Analyst at Merrill Lynch,Other
354.txt,business,Sontaya Kunplome,Tourism Minister,Politician
354.txt,business,Ahmed Shaheed,Chief Government Spokesman,Media Personality
432.txt,business,Robert Boyle,BA director of commercial planning,TV/Film Personality
426.txt,business,German Gref,Economy Minister,Politician
426.txt,business,Andrei Illarionov,Economic Adviser to President Vladimir Putin,Politician
340.txt,business,Hugo Chavez,Venezuelan president,Politician
368.txt,business,William Sharpe,Nobel economics laureate,Other
368.txt,business,Dennis Logue,Dean of Price College of Business at the University of Oklahoma,Other
369.txt,business,Alfa-Eco,Venture capital arm of Russian conglomerate Alfa Group,Other
369.txt,business,Inbev,Brewing giant,Other
433.txt,business,Bill Gammell,Chief Executive,Other
382.txt,business,Patricia Hewitt,Trade and Industry Secretary,Other
382.txt,business,Gordon Lishman,Director General of Age Concern England,TV/Film Personality
396.txt,business,Not mentioned,Not mentioned,Other
143.txt,business,Todd Stitzer,Chief Executive,Other
157.txt,business,Mikhail Khodorkovsky,former Yukos boss,Other
157.txt,business,Platon Lebedev,close associate of Mikhail Khodorkovsky,Other
180.txt,business,Ian Gunner,Trader at Mellon Financial,Other
180.txt,business,Mansoor Mohi-Uddin,Chief currency strategist at UBS,Other
194.txt,business,Peter Williams,CML deputy director,TV/Film Personality
037.txt,business,Yoshiaki Tsutsumi,Japanese businessman,Other
037.txt,business,Mitsubishi Motors managers,Managers,Other
037.txt,business,UFJ bank executives,Executives,Other
023.txt,business,David Naude,Economist,Other
209.txt,business,Eric Cantona,Former Manchester United footballer,Other
209.txt,business,Ole Gunnar Solskjaer,Former Manchester United footballer,Other
209.txt,business,Sir Alex Ferguson,Manchester United club manager,Other
209.txt,business,Malcolm Glazer,US tycoon,Other
209.txt,business,Avi Glazer,Son of Malcolm Glazer,Other
209.txt,business,Joel Glazer,Son of Malcolm Glazer,Other
209.txt,business,David Gill,Manchester United chief executive,Other
209.txt,business,David Cummings,Head of UK equities for Standard Life Investments,Other
209.txt,business,JP McManus,Irish horseracing tycoon,Other
209.txt,business,John Magnier,Irish horseracing tycoon,Other
235.txt,business,Chris Curry,PPI research director,TV/Film Personality
221.txt,business,Lord Browne,BP chief executive,Other
237.txt,business,Britannia Building Society members,Members,Other
237.txt,business,Britannia,Building Society,Other
223.txt,business,Claes Hultman,Wembley chairman,Other
035.txt,business,Martin Sorrell,Chief Executive of WPP,Other
009.txt,business,Henri Josserand,Chief of FAO's Global Information and Early Warning System,Other
182.txt,business,Nicolas Sarkozy,Finance Minister,Politician
196.txt,business,Scott Sullivan,former chief financial officer at WorldCom,Other
196.txt,business,Bernie Ebbers,former chief executive at WorldCom,Other
196.txt,business,Reid Weingarten,attorney,Other
141.txt,business,Helmut Panke,BMW Chief,Other
155.txt,business,Gene Kahn,Chairman and Chief Executive of May Department Stores,Other
155.txt,business,Terry Lundgren,Chairman of Federated Department Stores,Other
155.txt,business,Kurt Barnard,President of Barnard's Retail Consulting Group,Politician
169.txt,business,Naresh Goyal,Founder of Jet Airways,Other
380.txt,business,Monica Chadha,BBC Delhi reporter,Media Personality
394.txt,business,US Airways staff,flight attendants,Other
394.txt,business,US Airways management,management,Other
343.txt,business,Gordon Stewart,hotel tycoon,Other
343.txt,business,Omar Davies,Finance Minister,Politician
425.txt,business,Frank Dunn,Former head of Nortel Networks,Other
425.txt,business,Bill Owens,President and Chief Executive of Nortel Networks,Politician
431.txt,business,Mitsubishi Motors,Car manufacturer,Other
431.txt,business,PSA Peugeot Citroen,French carmaker,Other
431.txt,business,DaimlerChrysler,Shareholder,Other
419.txt,business,Judy Boynton,former finance chief of Shell,Other
419.txt,business,Jeroen van der Veer,chief executive of Shell,Other
419.txt,business,Sir Phil Watts,former chairman of Shell,Other
419.txt,business,Walter van der Vijver,former production chief of Shell,Other
418.txt,business,Christian Lacroix,designer,Other
418.txt,business,Simon Falic,Falic Group representative,Other
430.txt,business,Carlos Ghosn,Nissan chief executive,Other
430.txt,business,Anthony Pratt,JD Power representative,Other
356.txt,business,Not mentioned,Not mentioned,Other
342.txt,business,Garfield,Cartoon character,Other
342.txt,business,Yamaha,Motorbike manufacturer,Other
342.txt,business,General Motors,Automobile manufacturer,Other
342.txt,business,Toyota,Automobile manufacturer,Other
424.txt,business,Peter Mandelson,EU Trade Commissioner,Other
395.txt,business,Ray Neidl,Analyst,Other
168.txt,business,Hugh Morgan Williams,Chair of the CBI's SME Council,Other
154.txt,business,Gordon Brown,Chancellor,Politician
154.txt,business,Oliver Letwin,Shadow Chancellor,Politician
140.txt,business,Peter Fish,Steel Analyst,Other
140.txt,business,Kazuhiro Takahashi,Daiwa Securities SMBC,Other
197.txt,business,Viktor Yushchenko,President of Ukraine,Politician
197.txt,business,Yulia Tymoshenko,Prime Minister of Ukraine,Politician
197.txt,business,Viktor Pinchuk,Son-in-law of former-President Leonid Kuchma,Politician
197.txt,business,Rinat Akhmetov,Richest man in Ukraine,Other
183.txt,business,Frederic Sawicki,Politics lecturer at the University of Lille,Other
183.txt,business,Henk Addink,Boss of Huisman Itrec,Other
183.txt,business,Herbert Stueker,Factory manager at Siemens plant at Boscholt,Other
183.txt,business,Helmut Schneider,Director of the Institute for the Study of Labour at Bonn University,Other
008.txt,business,Palaniappan Chidambaram,India's finance minister,Politician
008.txt,business,Gordon Brown,UK finance minister,Politician
020.txt,business,Cara Diemont,IT firm Dimension Data representative,Other
222.txt,business,Vladimir Putin,President of Russia,Politician
222.txt,business,Yuri Trutnev,Minister of Natural Resources,Politician
222.txt,business,Al Breach,Economist at UBS Brunswick,Other
222.txt,business,Glenn Waller,Spokesperson for Exxon,Other
222.txt,business,Ivan Kulakov,Deputy Chairman of Highland Gold,Other
236.txt,business,Carl Clump,Chief Executive of Retail Decisions,Other
232.txt,business,Mr. Prettejohn,Lloyd's of London Chief Executive,Other
232.txt,business,Eliot Spitzer,New York Attorney General,Other
226.txt,business,Jim Skinner,Chief executive of McDonald's,Other
226.txt,business,Joss Stone,British singer,Musician
226.txt,business,Franz Ferdinand,Musician,Musician
226.txt,business,Justin Timberlake,Dancer,Other
226.txt,business,Destiny's Child,Singing group,Other
018.txt,business,Bhanu Baweja,strategist at UBS,Other
193.txt,business,Gerd Niebaum,Former Chief Executive of Borussia Dortmund,Other
193.txt,business,Florian Hamm,Fund Manager and Borussia Dortmund's largest investor,Other
193.txt,business,Peter-Thilo Halser,HVB Analyst,Other
193.txt,business,Stephen Schechter,UK Investment Banker,Other
144.txt,business,Adnan Shihab-Eldin,Acting Opec secretary general,Other
150.txt,business,Ian Hunter,Analyst at Goodbody Stockbrokers,Other
150.txt,business,Yamanouchi Pharmaceutical,Partner of UK pharmaceutical firm Phytopharm,Other
385.txt,business,Iain Ferguson,Chief Executive of Tate & Lyle,Other
391.txt,business,Vladimir Putin,Russian President,Politician
391.txt,business,Mikhail Khodorkovsky,ex-Yukos boss,Other
391.txt,business,Mike Lake,Yukos spokesman,Media Personality
391.txt,business,Vadim Mitroshin,Credit Suisse First Boston analyst,Other
408.txt,business,BMW,Car manufacturer,Other
408.txt,business,General Motors,Car manufacturer,Other
408.txt,business,Toyota,Car manufacturer,Other
408.txt,business,Volkswagen,Car manufacturer,Other
